type,filename,dokid,datokode,tittel,korttittel,departement,etat,rettsomraade,i_kraft,siste_endring_i_kraft,sist_endret_ved,publisert_i,gjelder_for,siste_rettelse,refid,url
lov,nl-19400307-001.xml,NL/lov/1940-03-07-1,LOV-1940-03-07-1,Lov om adgangen til visse områder,Lov om adgangen til visse områder,Justis- og beredskapsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Stats-, statsforfatnings- og statsborgerrett > Grenser",1940-03-07,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-09-28 (faglige fotnoter fjernet, struktur)",lov/1940-03-07-1,https://lovdata.no/lov/1940-03-07-1
lov,nl-19400315-003.xml,NL/lov/1940-03-15-3,LOV-1940-03-15-3,Lov om vassdragene [vassdragsloven],Vassdragsloven - vdrl,Energidepartementet,,"Energirett > Vannkraft Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning",,2010-01-01,lov/2005-06-17-101 fra 2010-01-01,,,2024-01-01 (ansvarlig departement),lov/1940-03-15-3,https://lovdata.no/lov/1940-03-15-3
lov,nl-19461011-001.xml,NL/lov/1946-10-11-1,LOV-1946-10-11-1,Lov om Norsk Lysingsblad,Lov om Norsk Lysingsblad,Digitaliserings- og forvaltningsdepartementet,,Forvaltnings- og kommunalrett > Offentlig forvaltning IKT- og medierett > Medier,1948-01-01,,,,,2024-01-01 (ansvarlig departement),lov/1946-10-11-1,https://lovdata.no/lov/1946-10-11-1
lov,nl-19461213-021.xml,NL/lov/1946-12-13-21,LOV-1946-12-13-21,Lov om krigspensjonering for militærpersoner,Lov om krigspensjon for militærpersoner,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett > Utenfor folketrygdloven > Krigspensjon,1946-12-13,2024-06-01,lov/2024-05-24-24 fra 2024-06-01,,,2021-08-19 (faglige fotnoter fjernet),lov/1946-12-13-21,https://lovdata.no/lov/1946-12-13-21
lov,nl-19461213-022.xml,NL/lov/1946-12-13-22,LOV-1946-12-13-22,Lov om krigspensjonering for hjemmestyrkepersonell og sivilpersoner,Lov om krigspensjonering for sivile m.v.,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett > Utenfor folketrygdloven > Krigspensjon,1946-12-13,2024-06-01,lov/2024-05-24-24 fra 2024-06-01,,,"2021-08-23 (faglige fotnoter fjernet, UU-tilpasset)",lov/1946-12-13-22,https://lovdata.no/lov/1946-12-13-22
lov,nl-19470426-001.xml,NL/lov/1947-04-26-1,LOV-1947-04-26-1,Lov om 1 og 17 mai som høgtidsdager,Lov om 1 og 17 mai,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting,1947-04-26,2019-01-01,lov/2018-12-20-98 fra 2019-01-01,,,2021-09-10 (faglige fotnoter fjernet),lov/1947-04-26-1,https://lovdata.no/lov/1947-04-26-1
lov,nl-19470502-001.xml,NL/lov/1947-05-02-1,LOV-1947-05-02-1,Lov um prisereglar og prisedomstolar,Lov um prisereglar og prisedomstolar,Justis- og beredskapsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1947-05-02,2021-06-01,lov/2021-05-07-34 fra 2021-06-01,,,"2021-06-15 (faglige noter fjernet, struktur)",lov/1947-05-02-1,https://lovdata.no/lov/1947-05-02-1
lov,nl-19470619-005.xml,NL/lov/1947-06-19-5,LOV-1947-06-19-5,Lov om immunitet og privilegier for internasjonale organisasjoner m.v.,Lov om internasjonale organisasjoner m.v.,Justis- og beredskapsdepartementet,,"Internasjonal rett > Internasjonale organisasjoner Stats-, statsforfatnings- og statsborgerrett > Utenrikstjenesten",1947-06-19,2025-06-06,lov/2025-06-06-22,,,"2021-08-30 (faglige fotnoter fjernet, struktur)",lov/1947-06-19-5,https://lovdata.no/lov/1947-06-19-5
lov,nl-19470627-010.xml,NL/lov/1947-06-27-10,LOV-1947-06-27-10,Lov om ulykkestrygd for arbeidere ved norske bedrifter på Svalbard,Lov om ulykkestrygd på Svalbard,Arbeids- og inkluderingsdepartementet,,Svalbard og biland > Arbeidsforhold,1947-07-01,2006-07-01,lov/2006-06-16-20 fra 2006-07-01,,,"2021-09-28 (faglige fotnoter fjernet, struktur)",lov/1947-06-27-10,https://lovdata.no/lov/1947-06-27-10
lov,nl-19471205-001.xml,NL/lov/1947-12-05-1,LOV-1947-12-05-1,Lov om boikott [boikottloven],Boikottloven - boil,Justis- og beredskapsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting Arbeidsrett > Arbeidstvister,1948-01-16,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-08-30 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1947-12-05-1,https://lovdata.no/lov/1947-12-05-1
lov,nl-19481104-001.xml,NL/lov/1948-11-04-1,LOV-1948-11-04-1,Lov om avgift på omsetning av billedkunst m.m. (kunstavgiftsloven),Kunstavgiftsloven,Kultur- og likestillingsdepartementet,,"Kultur, idrett og underholdning > Kunst Skatte- og avgiftsrett",1948-11-15,2019-08-01,lov/2018-12-20-120 fra 2019-08-01,,,"2021-09-09 (faglige fotnoter fjernet, struktur)",lov/1948-11-04-1,https://lovdata.no/lov/1948-11-04-1
lov,nl-19481203-007.xml,NL/lov/1948-12-03-7,LOV-1948-12-03-7,Lov om pensjonsordning for arbeidstakere til sjøs,Pensjonsordning for arbeidstakere til sjøs - sjømptrl,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,1948-12-03,2024-10-01,lov/2024-04-12-14 fra 2024-10-01,,,2023-02-08 (fotnote til § 7),lov/1948-12-03-7,https://lovdata.no/lov/1948-12-03-7
lov,nl-19481213-005.xml,NL/lov/1948-12-13-5,LOV-1948-12-13-5,Lov om Riksteatret [riksteaterlova],Riksteaterlova,Kultur- og likestillingsdepartementet,,"Kultur, idrett og underholdning > Musikk og teater",1949-04-01,2003-07-01,lov/2003-06-20-45 fra 2003-07-01,,,"2021-09-28 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1948-12-13-5,https://lovdata.no/lov/1948-12-13-5
lov,nl-19490708-013.xml,NL/lov/1949-07-08-13,LOV-1949-07-08-13,"Lov om produksjon, transport og omsetning av agn [agnforsyningsloven]",Agnforsyningsloven,Nærings- og fiskeridepartementet,,Fiskeri- og fangstrett og havbruk > Fiskeri,1949-07-01,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-09-10 (faglige fotnoter fjernet, struktur)",lov/1949-07-08-13,https://lovdata.no/lov/1949-07-08-13
lov,nl-19490728-015.xml,NL/lov/1949-07-28-15,LOV-1949-07-28-15,Lov om adgang for Kongen til å inngå overenskomster med fremmede stater til forebyggelse av dobbeltbeskatning mv. (dobbeltbeskatningsavtaleloven),Dobbeltbeskatningsavtaleloven,Finansdepartementet,,Skatte- og avgiftsrett > Skatteavtaler,1949-07-28,2016-06-17,lov/2016-06-17-33,,,"2021-09-28 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1949-07-28-15,https://lovdata.no/lov/1949-07-28-15
lov,nl-19490728-026.xml,NL/lov/1949-07-28-26,LOV-1949-07-28-26,Lov om Statens pensjonskasse,Statens pensjonskasseloven - stpkl,Arbeids- og inkluderingsdepartementet,,"Pensjons- og trygderett Selskaper, fond og foreninger",1949-08-01,2026-01-01,lov/2025-12-22-117 fra 2026-01-01,,,"2021-08-05 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1949-07-28-26,https://lovdata.no/lov/1949-07-28-26
lov,nl-19500714-010.xml,NL/lov/1950-07-14-10,LOV-1950-07-14-10,Lov om valutaregulering [valutalova],Valutalova - valutal,Finansdepartementet,,"Bank, finans og regnskapsrett > Betalingsformidling Bank, finans og regnskapsrett > Valuta",,2017-01-01,lov/2016-05-27-14 fra 2017-01-01,,,2021-09-09 (faglige fotnoter fjernet),lov/1950-07-14-10,https://lovdata.no/lov/1950-07-14-10
lov,nl-19501215-003.xml,NL/lov/1950-12-15-3,LOV-1950-12-15-3,Lov om forbod mot samkvem med personar som har tilhald på fiendeområde o.a,Lov om forbod mot samkvem med fienden,Justis- og beredskapsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret",,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-09-27 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1950-12-15-3,https://lovdata.no/lov/1950-12-15-3
lov,nl-19501215-004.xml,NL/lov/1950-12-15-4,LOV-1950-12-15-4,Lov om fiendegods [fiendegodsloven],Fiendegodsloven,Justis- og beredskapsdepartementet,,"Fast eiendoms rettsforhold > Ekspropriasjon Fast eiendoms rettsforhold > Tinglysing. Registrering Forvaltnings- og kommunalrett > Statistikk. Registrering HMS og beredskaps- og sikkerhetsrett > Beredskap Stats-, statsforfatnings- og statsborgerrett > Forsvaret",,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-08-27 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1950-12-15-4,https://lovdata.no/lov/1950-12-15-4
lov,nl-19501215-007.xml,NL/lov/1950-12-15-7,LOV-1950-12-15-7,"Lov om særlige rådgjerder under krig, krigsfare og liknende forhold [beredskapsloven]",Beredskapsloven - beredskl,Justis- og beredskapsdepartementet,,"HMS og beredskaps- og sikkerhetsrett > Beredskap Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1950-12-15,2022-12-20,lov/2022-12-20-115,,,"2021-06-16 (faglige noter fjernet, struktur)",lov/1950-12-15-7,https://lovdata.no/lov/1950-12-15-7
lov,nl-19510629-019.xml,NL/lov/1951-06-29-19,LOV-1951-06-29-19,Lov om militære rekvisisjoner [rekvisisjonsloven],Rekvisisjonsloven,Forsvarsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1952-01-01,2024-07-01,lov/2023-11-24-84 fra 2024-07-01,,,"2021-06-16 (faglige noter fjernet, struktur)",lov/1951-06-29-19,https://lovdata.no/lov/1951-06-29-19
lov,nl-19510629-034.xml,NL/lov/1951-06-29-34,LOV-1951-06-29-34,Midlertidig lov om tillegg til lover av 13. desember 1946 om 1) Krigspensjonering for hjemmestyrkepersonell og sivilpersoner og 2) Krigspensjonering for militærpersoner,Tilleggslov om krigspensjonering,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,,2022-04-01,lov/2022-04-01-17,,,2021-09-10 (faglige fotnoter fjernet),lov/1951-06-29-34,https://lovdata.no/lov/1951-06-29-34
lov,nl-19510706-004.xml,NL/lov/1951-07-06-4,LOV-1951-07-06-4,Lov om Norges Krigsskaderåd,Lov om Norges Krigsskaderåd,Arbeids- og inkluderingsdepartementet,,"HMS og beredskaps- og sikkerhetsrett > Beredskap Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1951-07-06,2019-01-01,lov/2018-12-20-98 fra 2019-01-01,,,"2021-09-27 (faglige fotnoter fjernet, struktur)",lov/1951-07-06-4,https://lovdata.no/lov/1951-07-06-4
lov,nl-19521121-003.xml,NL/lov/1952-11-21-3,LOV-1952-11-21-3,Lov om tjenesteplikt i politiet [polititjenestepliktloven],Polititjenestepliktloven,Justis- og beredskapsdepartementet,,Arbeidsrett > Offentlige tjenestemenn Forvaltnings- og kommunalrett > Politi,1952-11-21,2024-07-01,lov/2023-11-24-84 fra 2024-07-01,,,"2021-09-27 (faglige fotnoter fjernet, struktur)",lov/1952-11-21-3,https://lovdata.no/lov/1952-11-21-3
lov,nl-19521219-002.xml,NL/lov/1952-12-19-2,LOV-1952-12-19-2,Lov om adgang til rekvisisjon av skip m.v. under krig eller kriseforhold,Lov om adgang til rekvisisjon av skip,Nærings- og fiskeridepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Transport og kommunikasjoner > Skipsfart",,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-09-27 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1952-12-19-2,https://lovdata.no/lov/1952-12-19-2
lov,nl-19530529-001.xml,NL/lov/1953-05-29-1,LOV-1953-05-29-1,Lov om rett for handverkarar o.a. til å selja ting som ikkje vert henta,Lov om rett til å selja uhenta ting,Justis- og beredskapsdepartementet,,Fast eiendoms rettsforhold > Avhending Næringsrett > Handel og tjenester Næringsrett > Håndverk,1953-07-01,2016-04-22,lov/2016-04-22-3,,,2021-09-10 (faglige fotnoter fjernet),lov/1953-05-29-1,https://lovdata.no/lov/1953-05-29-1
lov,nl-19530529-003.xml,NL/lov/1953-05-29-3,LOV-1953-05-29-3,Lov om hittegods [hittegodslova],Hittegodslova - hgl,Justis- og beredskapsdepartementet,,Fast eiendoms rettsforhold,1953-07-01,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-08-27 (faglige fotnoter fjernet, struktur)",lov/1953-05-29-3,https://lovdata.no/lov/1953-05-29-3
lov,nl-19530626-011.xml,NL/lov/1953-06-26-11,LOV-1953-06-26-11,Lov om pensjonsordning for apotekvirksomhet mv. [apotekpensjonsloven],Apotekpensjonsloven,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,1953-07-01,2026-01-01,lov/2025-12-22-117 fra 2026-01-01,,,2025-10-15 (uoffisiell korttittel),lov/1953-06-26-11,https://lovdata.no/lov/1953-06-26-11
lov,nl-19530626-008.xml,NL/lov/1953-06-26-8,LOV-1953-06-26-8,Lov om oppfinnelser av betydning for rikets forsvar,Lov om forsvarsviktige oppfinnelser,Forsvarsdepartementet,,"Immaterialrett > Industrielt rettsvern Immaterialrett > Patent Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1956-01-01,2024-07-01,lov/2023-11-24-84 fra 2024-07-01,,,2021-08-27 (faglige fotnoter fjernet),lov/1953-06-26-8,https://lovdata.no/lov/1953-06-26-8
lov,nl-19530703-002.xml,NL/lov/1953-07-03-2,LOV-1953-07-03-2,Lov om sjøtrygdelag [sjøtrygdelagloven],Sjøtrygdelagloven,Finansdepartementet,,"Bank, finans og regnskapsrett > Forsikring Erstatnings- og forsikringsrett > Ansvarsforsikringer",1953-07-01,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-09-09 (faglige fotnoter fjernet, struktur)",lov/1953-07-03-2,https://lovdata.no/lov/1953-07-03-2
lov,nl-19530717-002.xml,NL/lov/1953-07-17-2,LOV-1953-07-17-2,Lov om erstatning for krigsskade på eiendom og interesse [krigsskadeerstatningsloven],Krigsskadeerstatningsloven,Arbeids- og inkluderingsdepartementet,,"Erstatnings- og forsikringsrett > Skadeserstatning Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1953-10-23,2020-01-01,lov/2019-03-15-6 fra 2020-01-01,,,2023-05-08 (struktur § 16),lov/1953-07-17-2,https://lovdata.no/lov/1953-07-17-2
lov,nl-19541126-003.xml,NL/lov/1954-11-26-3,LOV-1954-11-26-3,Lov om stønad ved krigsskade på person [krigsskadestønadsloven],Krigsskadestønadsloven,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-08-24 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1954-11-26-3,https://lovdata.no/lov/1954-11-26-3
lov,nl-19550630-020.xml,NL/lov/1955-06-30-20,LOV-1955-06-30-20,Lov om når norsk tenestemakt kan halda brudvigjing i utlandet og utenlandsk tenestemakt i Noreg,Lov om brudvigjing i utlandet,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Ekteskap og samboerskap (husstandsfellesskap)",1956-01-01,2023-10-01,lov/2023-06-16-34 fra 2023-10-01,,,"2021-06-16 (faglige noter fjernet, struktur)",lov/1955-06-30-20,https://lovdata.no/lov/1955-06-30-20
lov,nl-19561109-001.xml,NL/lov/1956-11-09-1,LOV-1956-11-09-1,Lov om tillegg til lov om Statens pensjonskasse av 28. juli 1949,Tilleggslov om Statens pensjonskasse,Arbeids- og inkluderingsdepartementet,,"Pensjons- og trygderett Selskaper, fond og foreninger",1956-11-09,2011-01-01,lov/2010-12-17-79 fra 2011-01-01,,,"2021-09-28 (faglige fotnoter fjernet, struktur)",lov/1956-11-09-1,https://lovdata.no/lov/1956-11-09-1
lov,nl-19561214-004.xml,NL/lov/1956-12-14-4,LOV-1956-12-14-4,Lov om avgift på offentlig framføring av utøvende kunstneres prestasjoner m.v.,Lov om avgift til fond for utøvende kunstnere,Kultur- og likestillingsdepartementet,,"Kultur, idrett og underholdning > Kunst Skatte- og avgiftsrett",1957-07-01,2018-07-01,lov/2018-06-15-40 fra 2018-07-01,,,2021-09-09 (faglige fotnoter fjernet),lov/1956-12-14-4,https://lovdata.no/lov/1956-12-14-4
lov,nl-19561221-001.xml,NL/lov/1956-12-21-1,LOV-1956-12-21-1,Lov om aldersgrenser for statsansatte m.fl.,Lov om aldersgrenser for statsansatte m.fl.,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting Arbeidsrett > Offentlige tjenestemenn,1956-12-21,2026-01-01,lov/2025-05-27-17 fra 2026-01-01,,,"2021-07-01 (faglige fotnoter fjernet, struktur)",lov/1956-12-21-1,https://lovdata.no/lov/1956-12-21-1
lov,nl-19570322-004.xml,NL/lov/1957-03-22-4,LOV-1957-03-22-4,Lov om fredning og fangst av isbjørn [isbjørnloven],Isbjørnloven,Klima- og miljødepartementet,,"Fiskeri- og fangstrett og havbruk > Fangst Landbruk, jakt og skogbruk > Dyrevern. Veterinær",1957-03-22,2015-10-01,lov/2015-06-19-65 fra 2015-10-01,,,"2021-09-29 (faglige fotnoter fjernet, struktur)",lov/1957-03-22-4,https://lovdata.no/lov/1957-03-22-4
lov,nl-19570503-000.xml,NL/lov/1957-05-03,LOV-1957-05-03,Lov om pensjonering av militært tilsatte som etter søknad er gitt avskjed med redusert lønn og tjenesteplikt,Lov om pensjonering av militært tilsatte,Arbeids- og inkluderingsdepartementet,,"Pensjons- og trygderett Stats-, statsforfatnings- og statsborgerrett > Forsvaret",1957-05-03,2025-07-01,lov/2025-06-20-65 fra 2025-07-01,,,"2021-09-29 (faglige fotnoter fjernet, struktur)",lov/1957-05-03,https://lovdata.no/lov/1957-05-03
lov,nl-19570628-012.xml,NL/lov/1957-06-28-12,LOV-1957-06-28-12,Lov om pensjonstrygd for fiskere [fiskerpensjonsloven],Fiskerpensjonsloven,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,1958-01-01,2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,"2021-08-25 (faglige fotnoter fjernet, UU-tilpasset)",lov/1957-06-28-12,https://lovdata.no/lov/1957-06-28-12
lov,nl-19570628-016.xml,NL/lov/1957-06-28-16,LOV-1957-06-28-16,Lov om friluftslivet (friluftsloven),Friluftsloven - fril,Klima- og miljødepartementet,,"Miljøvern, natur og friluftsliv > Allemannsretten Miljøvern, natur og friluftsliv > Friluftsliv",1957-07-01,2025-01-01,lov/2024-12-06-74 fra 2025-01-01,,,"2021-07-01 (faglige noter fjernet, UU-tilpasning)",lov/1957-06-28-16,https://lovdata.no/lov/1957-06-28-16
lov,nl-19570706-026.xml,NL/lov/1957-07-06-26,LOV-1957-07-06-26,Lov om samordning av pensjons- og trygdeytelser (samordningsloven),Samordningsloven - samordl,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett,1959-01-01,2026-01-01,lov/2025-06-10-31 fra 2026-01-01,,,2021-08-23 (faglige fotnoter fjernet),lov/1957-07-06-26,https://lovdata.no/lov/1957-07-06-26
lov,nl-19580328-004.xml,NL/lov/1958-03-28-4,LOV-1958-03-28-4,Lov om ansvar og garanti for statens oppkrevere og regnskapsførere m.v.,Lov om statens oppkrevere m.v.,Finansdepartementet,,Arbeidsrett > Offentlige tjenestemenn,,2004-07-01,lov/2004-05-07-21 fra 2004-07-01,,,"2021-09-29 (faglige fotnoter fjernet, struktur)",lov/1958-03-28-4,https://lovdata.no/lov/1958-03-28-4
lov,nl-19580718-002.xml,NL/lov/1958-07-18-2,LOV-1958-07-18-2,Lov om offentlige tjenestetvister [tjenestetvistloven],Tjenestetvistloven - tjtvl,Digitaliserings- og forvaltningsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting Arbeidsrett > Offentlige tjenestemenn,1958-09-05,2012-03-01,lov/2012-01-27-9 fra 2012-03-01,,,2024-01-01 (ansvarlig departement),lov/1958-07-18-2,https://lovdata.no/lov/1958-07-18-2
lov,nl-19581212-010.xml,NL/lov/1958-12-12-10,LOV-1958-12-12-10,Lov om yrkesskadetrygd [yrkesskadetrygdloven],Yrkesskadetrygdloven,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett > Utenfor folketrygdloven > Yrkesskadetrygd,1960-01-01,2024-01-01,lov/2023-06-16-35 fra 2024-01-01,,,2023-04-25 (fjernet inkurienoter),lov/1958-12-12-10,https://lovdata.no/lov/1958-12-12-10
lov,nl-19590619-002.xml,NL/lov/1959-06-19-2,LOV-1959-06-19-2,Lov om avgifter vedrørende motorkjøretøyer og båter (motorkjøretøy- og båtavgiftsloven),Motorkjøretøy- og båtavgiftsloven,Finansdepartementet,,Skatte- og avgiftsrett > Særavgifter > Bilavgifter Transport og kommunikasjoner > Havner Transport og kommunikasjoner > Veitrafikk,1959-07-01,2017-01-01,"lov/2016-05-27-14 fra 2017-01-01, lov/2016-06-17-34",,,"2021-09-09 (faglige fotnoter fjernet, struktur)",lov/1959-06-19-2,https://lovdata.no/lov/1959-06-19-2
lov,nl-19591023-003.xml,NL/lov/1959-10-23-3,LOV-1959-10-23-3,Lov om oreigning av fast eigedom (oreigningslova),Oreigningslova - orl,Justis- og beredskapsdepartementet,,Fast eiendoms rettsforhold > Ekspropriasjon Fast eiendoms rettsforhold > Skjønn,1960-07-01,2025-01-01,lov/2024-12-13-76 fra 2025-01-01,,,"2021-07-01 (faglige fotnoter fjernet, struktur)",lov/1959-10-23-3,https://lovdata.no/lov/1959-10-23-3
lov,nl-19591218-001.xml,NL/lov/1959-12-18-1,LOV-1959-12-18-1,Lov om mortifikasjon av skuldbrev m.v. [mortifikasjonslova],Mortifikasjonslova,Justis- og beredskapsdepartementet,,"Bank, finans og regnskapsrett > Betalingsformidling Bank, finans og regnskapsrett > Obligasjoner Fast eiendoms rettsforhold > Tinglysing. Registrering",1961-01-01,2013-07-01,lov/2013-06-14-41 fra 2013-07-01,,,"2021-08-27 (faglige fotnoter fjernet, struktur)",lov/1959-12-18-1,https://lovdata.no/lov/1959-12-18-1
lov,nl-19610203-000.xml,NL/lov/1961-02-03,LOV-1961-02-03,Lov om ansvar for skade som motorvogner gjer (bilansvarslova),Bilansvarslova - bal,Justis- og beredskapsdepartementet,,Erstatnings- og forsikringsrett > Ansvarsforsikringer Erstatnings- og forsikringsrett > Skadeserstatning Transport og kommunikasjoner > Veitrafikk,1961-06-01,2022-07-01,lov/2022-02-18-5 fra 2022-07-01,,,2022-02-24 (tegnsetting i lister tilpasset universell utforming),lov/1961-02-03,https://lovdata.no/lov/1961-02-03
lov,nl-19610505-000.xml,NL/lov/1961-05-05,LOV-1961-05-05,Lov om grannegjerde [grannegjerdelova],Grannegjerdelova - ggl,Landbruks- og matdepartementet,,Fast eiendoms rettsforhold > Naborett,1962-01-01,2016-01-01,lov/2013-06-21-100 fra 2016-01-01,,,"2021-08-27 (faglige fotnoter fjernet, struktur, UU-tilpasset)",lov/1961-05-05,https://lovdata.no/lov/1961-05-05
